Hora,Normal (kWh),Horário Económico (kWh),Autoconsumo (kWh),Injeção na rede (kWh),temp,pressure,humidity,wind_speed,clouds_all,weather_description,shortwave_radiation,direct_radiation,diffuse_radiation,direct_normal_irradiance,terrestrial_radiation
13,0.0,0.0,0.269,Very High,26.56,1019,55,1.39,0,7,690.0,614.0,76.0,907.4,926.9
14,0.0,0.0,0.266,High,27.03,1019,49,1.98,3,7,652.0,575.0,77.0,892.7,882.3
15,0.0,0.0,0.26,High,26.53,1018,49,2.23,17,2,556.0,473.0,83.0,839.9,771.5
16,0.0,0.0,0.252,Medium,26.22,1018,51,2.09,19,2,378.0,259.0,119.0,589.4,601.9
17,0.062,0.0,0.199,Low,24.22,1018,60,1.75,1,7,213.0,129.0,84.0,458.8,385.2
18,0.471,0.0,0.03,None,22.29,1018,69,1.65,0,7,63.0,36.0,27.0,270.0,136.1
19,0.961,0.0,0.0,None,20.65,1019,76,1.5,0,7,0.0,0.0,0.0,0.0,0.0
20,0.529,0.0,0.0,None,19.55,1018,78,1.4,0,7,0.0,0.0,0.0,0.0,0.0
21,0.435,0.0,0.0,None,18.75,1019,81,1.52,0,7,0.0,0.0,0.0,0.0,0.0
22,0.0,0.33,0.0,None,18.22,1018,82,2.08,0,7,0.0,0.0,0.0,0.0,0.0
23,0.0,0.462,0.0,None,18.76,1018,78,1.88,1,7,0.0,0.0,0.0,0.0,0.0
0,0.0,0.435,0.0,None,18.74,1018,78,1.43,7,7,0.0,0.0,0.0,0.0,0.0
1,0.0,0.409,0.0,None,18.23,1018,77,1.46,27,3,0.0,0.0,0.0,0.0,0.0
2,0.0,0.338,0.0,None,18.16,1018,75,1.8,44,3,0.0,0.0,0.0,0.0,0.0
3,0.0,0.267,0.0,None,17.59,1017,74,1.86,42,3,0.0,0.0,0.0,0.0,0.0
4,0.0,0.265,0.0,None,18.15,1017,70,1.77,30,3,0.0,0.0,0.0,0.0,0.0
5,0.0,0.264,0.0,None,12.41,1017,90,1.98,7,7,0.0,0.0,0.0,0.0,0.0
6,0.0,0.397,0.0,None,12.41,1017,89,2.01,1,7,0.0,0.0,0.0,0.0,0.0
7,0.0,0.308,0.002,None,11.58,1017,89,2.01,0,7,4.0,1.0,3.0,15.5,28.9
8,0.151,0.0,0.144,Low,20.15,1018,67,2.42,0,7,107.0,70.0,37.0,441.9,206.2
9,0.003,0.0,0.396,Medium,21.54,1018,64,1.73,1,7,284.0,222.0,62.0,680.4,447.1
10,0.173,0.0,0.587,Medium,22.93,1018,61,1.62,6,7,450.0,376.0,74.0,791.3,651.2
11,0.289,0.0,0.813,Medium,24.46,1018,57,1.62,1,7,576.0,496.0,80.0,845.0,804.4
12,0.544,0.0,1.027,None,25.65,1017,55,1.54,1,7,652.0,570.0,82.0,871.5,896.4
13,0.226,0.0,0.641,High,26.36,1016,50,1.35,1,7,673.0,588.0,85.0,875.3,920.7
14,0.269,0.0,0.897,Medium,27.38,1016,46,1.5,0,7,593.0,496.0,97.0,776.2,875.8
15,0.0,0.0,0.493,Medium,28.04,1015,45,1.64,1,7,521.0,435.0,86.0,779.7,764.7
16,0.034,0.0,0.459,Medium,26.21,1015,55,1.63,1,7,388.0,314.0,74.0,723.4,594.9
17,0.152,0.0,0.222,None,24.75,1015,59,1.35,0,7,221.0,165.0,56.0,598.2,378.1
18,0.473,0.0,0.029,None,23.37,1015,65,1.65,0,7,59.0,35.0,24.0,267.9,128.9
19,0.444,0.0,0.0,None,21.71,1015,69,0.75,0,7,0.0,0.0,0.0,0.0,0.0
20,0.514,0.0,0.0,None,20.61,1016,72,0.44,0,7,0.0,0.0,0.0,0.0,0.0
21,0.325,0.0,0.0,None,20.04,1016,76,0.47,2,7,0.0,0.0,0.0,0.0,0.0
22,0.0,0.357,0.0,None,19.18,1016,77,0.22,1,7,0.0,0.0,0.0,0.0,0.0
23,0.0,0.303,0.0,None,19.09,1016,74,0.62,31,3,0.0,0.0,0.0,0.0,0.0
0,0.0,0.297,0.0,None,17.56,1016,83,0.83,45,3,0.0,0.0,0.0,0.0,0.0
1,0.0,0.301,0.0,None,17.86,1016,80,0.13,58,4,0.0,0.0,0.0,0.0,0.0
2,0.0,0.305,0.0,None,16.77,1016,86,0.49,98,6,0.0,0.0,0.0,0.0,0.0
3,0.0,0.293,0.0,None,15.4,1016,88,0.45,99,6,0.0,0.0,0.0,0.0,0.0
4,0.0,0.265,0.0,None,14.59,1015,91,1.22,93,6,0.0,0.0,0.0,0.0,0.0
5,0.0,0.262,0.0,None,14.04,1016,91,0.62,89,6,0.0,0.0,0.0,0.0,0.0
6,0.0,0.262,0.0,None,13.48,1016,93,0.58,91,6,0.0,0.0,0.0,0.0,0.0
7,0.0,0.265,0.0,None,14.04,1016,93,0.62,97,6,2.0,0.0,2.0,0.0,26.4
8,0.211,0.0,0.037,None,14.05,1016,94,0.78,93,6,55.0,12.0,43.0,76.7,201.3
9,0.218,0.0,0.114,None,16.96,1017,93,1.77,94,6,150.0,59.0,91.0,183.0,442.1
10,0.035,0.0,0.262,Medium,18.63,1017,88,1.65,98,6,234.0,79.0,155.0,167.7,645.9
11,0.197,0.0,0.358,Medium,19.62,1017,83,1.69,99,6,281.0,107.0,174.0,183.7,798.9
12,0.934,0.0,0.689,None,20.28,1017,79,2.91,99,6,335.0,68.0,267.0,104.7,890.5
13,0.827,0.0,0.413,None,19.78,1017,76,3.33,100,6,416.0,100.0,316.0,149.9,914.6
14,0.031,0.0,0.425,Medium,20.67,1016,72,3.0,99,6,347.0,86.0,261.0,135.7,869.4
15,0.21,0.0,0.308,None,20.01,1016,72,1.95,100,6,181.0,36.0,145.0,65.1,758.0
16,0.237,0.0,0.201,None,19.47,1015,75,1.32,99,6,143.0,11.0,132.0,25.7,588.0
17,0.428,0.0,0.086,None,18.49,1015,79,1.38,98,6,109.0,16.0,93.0,59.1,371.0
18,0.457,0.0,0.032,None,17.92,1016,85,1.95,94,6,37.0,5.0,32.0,39.1,121.8
19,0.524,0.0,0.0,None,16.78,1016,87,1.46,95,6,0.0,0.0,0.0,0.0,0.0
20,0.543,0.0,0.0,None,16.78,1017,89,1.15,81,5,0.0,0.0,0.0,0.0,0.0
21,0.487,0.0,0.0,None,16.76,1017,91,1.12,82,4,0.0,0.0,0.0,0.0,0.0
22,0.0,0.596,0.0,None,16.25,1017,91,1.23,100,5,0.0,0.0,0.0,0.0,0.0
23,0.0,0.428,0.0,None,16.24,1017,90,1.96,99,5,0.0,0.0,0.0,0.0,0.0
0,0.0,0.415,0.0,None,15.72,1016,89,1.9,98,5,0.0,0.0,0.0,0.0,0.0
1,0.0,0.361,0.0,None,14.7,1016,86,2.19,100,5,0.0,0.0,0.0,0.0,0.0
2,0.0,0.262,0.0,None,15.16,1016,85,2.29,100,5,0.0,0.0,0.0,0.0,0.0
3,0.0,0.256,0.0,None,14.65,1015,90,1.79,100,6,0.0,0.0,0.0,0.0,0.0
4,0.0,0.259,0.0,None,14.13,1015,93,1.34,100,5,0.0,0.0,0.0,0.0,0.0
5,0.0,0.273,0.0,None,14.08,1015,94,1.25,100,5,0.0,0.0,0.0,0.0,0.0
6,0.0,0.321,0.0,None,14.13,1016,94,1.42,100,5,0.0,0.0,0.0,0.0,0.0
7,0.0,0.327,0.0,None,14.66,1016,94,1.69,100,6,1.0,0.0,1.0,0.0,24.0
8,0.448,0.0,0.003,None,15.2,1016,94,1.94,98,6,18.0,0.0,18.0,0.0,196.3
9,0.389,0.0,0.059,None,16.3,1017,94,2.16,100,6,56.0,1.0,55.0,3.1,437.0
10,0.345,0.0,0.098,None,17.3,1017,94,2.65,100,6,83.0,0.0,83.0,0.0,640.6
11,0.357,0.0,0.104,None,17.33,1017,94,2.72,100,5,115.0,3.0,112.0,5.2,793.3
12,0.17,0.0,0.189,Low,17.92,1017,94,2.41,100,5,145.0,5.0,140.0,7.8,884.6
13,0.015,0.0,0.245,Medium,17.94,1017,94,1.81,100,5,68.0,0.0,68.0,0.0,908.4
14,0.035,0.0,0.233,Low,18.47,1017,94,1.16,100,5,219.0,82.0,137.0,130.4,862.9
15,0.153,0.0,0.189,None,19.04,1016,94,0.53,99,5,180.0,46.0,134.0,84.0,751.3
16,0.331,0.0,0.065,None,19.01,1017,94,0.46,97,5,149.0,11.0,138.0,26.0,581.2
17,0.343,0.0,0.063,None,18.99,1017,93,0.46,79,4,105.0,36.0,69.0,135.7,364.0
18,0.299,0.0,0.006,None,18.96,1017,93,1.08,76,4,30.0,10.0,20.0,79.8,114.7
19,0.535,0.0,0.0,None,18.42,1018,94,1.44,56,5,0.0,0.0,0.0,0.0,0.0
20,0.301,0.0,0.0,None,18.15,1018,93,1.62,47,3,0.0,0.0,0.0,0.0,0.0
21,0.302,0.0,0.0,None,17.61,1018,94,1.63,53,4,0.0,0.0,0.0,0.0,0.0
22,0.0,0.552,0.0,None,17.37,1018,94,2.04,35,3,0.0,0.0,0.0,0.0,0.0
23,0.0,0.52,0.0,None,16.84,1018,94,1.49,12,2,0.0,0.0,0.0,0.0,0.0
0,0.0,0.324,0.0,None,16.51,1018,94,1.94,7,7,0.0,0.0,0.0,0.0,0.0
1,0.0,0.289,0.0,None,16.25,1018,94,1.7,6,7,0.0,0.0,0.0,0.0,0.0
2,0.0,0.278,0.0,None,15.68,1018,94,1.65,5,7,0.0,0.0,0.0,0.0,0.0
3,0.0,0.266,0.0,None,15.7,1018,94,1.79,6,7,0.0,0.0,0.0,0.0,0.0
4,0.0,0.246,0.0,None,16.25,1017,94,1.7,4,7,0.0,0.0,0.0,0.0,0.0
5,0.0,0.245,0.0,None,16.71,1018,94,1.71,2,7,0.0,0.0,0.0,0.0,0.0
6,0.0,0.255,0.0,None,16.71,1018,90,2.08,1,7,0.0,0.0,0.0,0.0,0.0
7,0.0,0.287,0.0,None,16.66,1018,90,2.16,2,7,2.0,0.0,2.0,0.0,21.5
8,0.341,0.0,0.042,None,19.23,1019,83,2.25,6,7,88.0,48.0,40.0,314.5,191.4
9,0.0,0.0,0.266,Medium,20.41,1020,81,1.62,5,7,250.0,170.0,80.0,540.4,431.8
10,0.0,0.0,0.258,High,21.8,1020,75,1.3,0,7,429.0,355.0,74.0,767.2,635.2
11,0.0,0.0,0.258,Very High,22.93,1020,70,1.46,0,7,558.0,481.0,77.0,838.3,787.7
12,0.0,0.0,0.272,Very High,24.57,1019,64,1.38,2,7,613.0,520.0,93.0,812.4,878.7
13,0.0,0.0,0.276,Very High,25.26,1019,63,0.29,12,2,598.0,490.0,108.0,745.7,902.2
14,0.0,0.0,0.273,Very High,25.43,1019,63,1.78,21,2,525.0,411.0,114.0,658.9,856.4
15,0.0,0.0,0.266,High,25.91,1019,59,2.36,17,2,448.0,345.0,103.0,636.1,744.6
16,0.0,0.0,0.253,High,25.3,1018,61,2.71,26,3,309.0,223.0,86.0,533.2,574.3
17,0.056,0.0,0.192,Low,23.22,1019,72,2.59,31,3,186.0,125.0,61.0,480.7,357.0
18,0.264,0.0,0.013,None,22.32,1019,77,2.29,28,3,44.0,24.0,20.0,195.7,109.3
19,0.352,0.0,0.0,None,21.48,1019,80,1.72,13,2,0.0,0.0,0.0,0.0,0.0
20,0.582,0.0,0.0,None,20.64,1019,82,1.63,14,2,0.0,0.0,0.0,0.0,0.0
21,0.539,0.0,0.0,None,19.82,1020,85,1.6,9,7,0.0,0.0,0.0,0.0,0.0
22,0.0,0.514,0.0,None,19.3,1020,85,1.44,14,2,0.0,0.0,0.0,0.0,0.0
23,0.0,0.454,0.0,None,18.77,1020,87,1.5,21,2,0.0,0.0,0.0,0.0,0.0
0,0.0,0.347,0.0,None,18.7,1020,89,1.68,69,4,0.0,0.0,0.0,0.0,0.0
1,0.0,0.257,0.0,None,18.7,1020,87,1.75,98,6,0.0,0.0,0.0,0.0,0.0
2,0.0,0.289,0.0,None,18.67,1020,86,1.84,94,6,0.0,0.0,0.0,0.0,0.0
3,0.0,0.354,0.0,None,18.19,1019,85,1.78,92,6,0.0,0.0,0.0,0.0,0.0
4,0.0,0.248,0.0,None,18.69,1019,80,1.07,58,4,0.0,0.0,0.0,0.0,0.0
5,0.0,0.265,0.0,None,14.26,1020,95,0.86,12,2,0.0,0.0,0.0,0.0,0.0
6,0.0,0.265,0.0,None,14.47,1020,96,1.21,44,3,0.0,0.0,0.0,0.0,0.0
7,0.0,0.465,0.0,None,14.36,1021,97,1.37,83,4,2.0,0.0,2.0,0.0,19.0
8,0.369,0.0,0.174,None,20.08,1021,72,1.3,70,4,90.0,55.0,35.0,365.0,186.4
9,0.008,0.0,0.416,Medium,21.81,1022,69,0.81,0,7,260.0,197.0,63.0,634.2,426.7
10,0.0,0.0,0.254,High,24.04,1022,67,0.59,0,7,423.0,345.0,78.0,752.4,629.8
11,0.0,0.0,0.326,High,23.17,1022,70,0.31,1,7,550.0,465.0,85.0,816.8,782.0
12,0.0,0.0,0.313,Very High,24.37,1022,66,0.49,1,7,627.0,538.0,89.0,846.8,872.7
13,0.0,0.0,0.281,Very High,24.9,1021,63,1.01,0,7,646.0,558.0,88.0,855.6,895.9
14,0.0,0.0,0.268,Very High,25.9,1021,58,2.11,73,4,605.0,514.0,91.0,830.8,849.9
15,0.0,0.0,0.291,High,26.32,1021,55,2.69,91,6,498.0,410.0,88.0,763.3,737.9
16,0.0,0.0,0.314,Medium,25.62,1020,61,3.03,89,6,376.0,302.0,74.0,731.3,567.3
17,0.165,0.0,0.204,None,23.71,1021,68,2.99,95,6,205.0,148.0,57.0,580.9,350.0
18,0.644,0.0,0.009,None,22.32,1021,70,2.79,96,6,45.0,25.0,20.0,208.3,105.8
19,0.726,0.0,0.0,None,20.65,1022,76,2.54,96,6,0.0,0.0,0.0,0.0,0.0
20,1.325,0.0,0.0,None,19.54,1022,80,1.81,82,4,0.0,0.0,0.0,0.0,0.0
21,0.517,0.0,0.0,None,19.28,1022,82,1.22,79,4,0.0,0.0,0.0,0.0,0.0
22,0.0,0.53,0.0,None,18.76,1023,83,1.12,85,6,0.0,0.0,0.0,0.0,0.0
23,0.0,0.444,0.0,None,18.18,1023,85,1.35,98,6,0.0,0.0,0.0,0.0,0.0
0,0.0,0.354,0.0,None,17.66,1023,85,1.17,100,6,0.0,0.0,0.0,0.0,0.0
1,0.0,0.259,0.0,None,17.59,1023,88,0.96,63,4,0.0,0.0,0.0,0.0,0.0
2,0.0,0.26,0.0,None,17.07,1023,88,1.56,92,6,0.0,0.0,0.0,0.0,0.0
3,0.0,0.275,0.0,None,16.55,1023,90,1.23,82,4,0.0,0.0,0.0,0.0,0.0
4,0.0,0.278,0.0,None,16.69,1024,90,1.07,79,4,0.0,0.0,0.0,0.0,0.0
5,0.0,0.284,0.0,None,16.78,1024,90,1.29,93,6,0.0,0.0,0.0,0.0,0.0
6,0.0,0.34,0.0,None,16.23,1024,91,1.65,46,3,0.0,0.0,0.0,0.0,0.0
7,0.0,0.405,0.0,None,15.95,1025,92,1.33,30,3,1.0,0.0,1.0,0.0,16.6
8,0.245,0.0,0.067,None,16.25,1025,92,1.17,73,4,61.0,25.0,36.0,168.1,181.3
9,0.112,0.0,0.158,Low,19.04,1025,87,0.91,90,6,166.0,80.0,86.0,260.9,421.4
10,0.0,0.0,0.27,High,19.59,1026,85,1.5,96,6,333.0,206.0,127.0,453.5,624.4
11,0.0,0.0,0.271,Very High,20.46,1025,81,0.21,99,6,462.0,259.0,203.0,458.6,776.2
12,0.0,0.0,0.272,High,19.14,1025,78,1.15,99,6,545.0,346.0,199.0,548.7,866.7
13,0.0,0.0,0.264,High,22.7,1025,73,2.3,99,6,612.0,485.0,127.0,749.3,889.6
14,0.0,0.0,0.261,High,23.53,1025,63,3.22,56,4,529.0,337.0,192.0,549.2,843.4
15,0.0,0.0,0.257,High,23.69,1025,56,3.48,81,4,487.0,387.0,100.0,727.6,731.1
16,0.0,0.0,0.346,Medium,23.21,1025,68,4.07,90,6,355.0,278.0,77.0,681.9,560.4
17,0.147,0.0,0.194,None,21.59,1025,75,3.4,94,6,194.0,137.0,57.0,549.1,343.0
18,0.427,0.0,0.019,None,20.45,1025,81,2.88,93,6,41.0,21.0,20.0,178.9,102.2
19,0.853,0.0,0.0,None,18.88,1026,85,2.65,96,6,0.0,0.0,0.0,0.0,0.0
20,0.78,0.0,0.0,None,18.08,1027,88,2.3,69,4,0.0,0.0,0.0,0.0,0.0
21,0.611,0.0,0.0,None,17.81,1026,89,1.88,21,2,0.0,0.0,0.0,0.0,0.0
22,0.0,0.509,0.0,None,16.75,1027,91,1.12,94,6,0.0,0.0,0.0,0.0,0.0
23,0.0,0.386,0.0,None,16.74,1026,92,0.92,67,4,0.0,0.0,0.0,0.0,0.0
0,0.0,0.273,0.0,None,16.72,1026,92,0.84,60,4,0.0,0.0,0.0,0.0,0.0
1,0.0,0.381,0.0,None,16.41,1026,92,0.8,66,4,0.0,0.0,0.0,0.0,0.0
2,0.0,0.321,0.0,None,15.64,1025,93,0.92,64,4,0.0,0.0,0.0,0.0,0.0
3,0.0,0.27,0.0,None,16.19,1025,94,1.35,100,6,0.0,0.0,0.0,0.0,0.0
4,0.0,0.241,0.0,None,16.18,1024,94,1.44,88,6,0.0,0.0,0.0,0.0,0.0
5,0.0,0.253,0.0,None,16.16,1024,94,1.41,100,6,0.0,0.0,0.0,0.0,0.0
6,0.0,0.275,0.0,None,15.65,1024,94,1.35,100,6,0.0,0.0,0.0,0.0,0.0
7,0.0,0.44,0.0,None,15.66,1024,94,1.28,100,6,1.0,0.0,1.0,0.0,14.1
8,0.454,0.0,0.063,None,15.69,1025,94,1.11,97,6,53.0,14.0,39.0,95.4,176.3
9,0.147,0.0,0.235,Low,17.33,1025,94,0.96,74,4,175.0,61.0,114.0,201.6,416.2
10,0.605,0.0,0.361,Medium,20.14,1025,82,0.58,56,4,391.0,271.0,120.0,602.2,618.8
11,0.375,0.0,0.737,Medium,20.7,1024,80,1.18,54,4,455.0,300.0,155.0,535.5,770.5
12,0.0,0.0,0.579,High,21.89,1024,78,1.84,63,4,524.0,337.0,187.0,538.5,860.7
13,0.0,0.0,0.344,Very High,20.71,1023,75,2.35,61,4,618.0,496.0,122.0,772.3,883.3
14,0.0,0.0,0.307,Very High,23.28,1022,70,2.56,67,4,535.0,358.0,177.0,588.4,836.8
15,0.0,0.0,0.3,High,23.78,1022,68,2.68,65,4,474.0,374.0,100.0,710.2,724.3
16,0.0,0.0,0.276,Medium,22.75,1021,73,3.24,2,7,350.0,264.0,86.0,656.0,553.5
17,0.135,0.0,0.194,None,21.17,1021,79,3.01,1,7,180.0,118.0,62.0,483.1,336.0
18,0.31,0.0,0.008,None,20.0,1021,83,2.57,2,7,35.0,17.0,18.0,148.1,98.6
19,0.643,0.0,0.0,None,18.48,1021,86,2.27,9,7,0.0,0.0,0.0,0.0,0.0
20,0.672,0.0,0.0,None,17.79,1021,88,2.1,10,7,0.0,0.0,0.0,0.0,0.0
21,0.349,0.0,0.0,None,17.26,1021,90,1.9,1,7,0.0,0.0,0.0,0.0,0.0
22,0.0,0.369,0.0,None,16.65,1020,91,1.39,1,7,0.0,0.0,0.0,0.0,0.0
23,0.0,0.548,0.0,None,16.14,1020,92,0.91,92,6,0.0,0.0,0.0,0.0,0.0
0,0.0,0.54,0.0,None,16.15,1020,92,1.01,100,6,0.0,0.0,0.0,0.0,0.0
1,0.0,0.49,0.0,None,15.6,1019,93,1.12,100,6,0.0,0.0,0.0,0.0,0.0
2,0.0,0.484,0.0,None,15.59,1018,93,1.51,100,6,0.0,0.0,0.0,0.0,0.0
3,0.0,0.423,0.0,None,15.03,1018,94,1.25,100,6,0.0,0.0,0.0,0.0,0.0
4,0.0,0.267,0.0,None,15.02,1017,94,1.07,100,6,0.0,0.0,0.0,0.0,0.0
5,0.0,0.309,0.0,None,14.55,1017,94,0.73,100,6,0.0,0.0,0.0,0.0,0.0
6,0.0,0.252,0.0,None,15.05,1017,94,0.97,100,6,0.0,0.0,0.0,0.0,0.0
7,0.0,0.26,0.0,None,15.05,1016,94,0.69,100,6,1.0,0.0,1.0,0.0,11.5
8,0.264,0.0,0.017,None,15.11,1016,94,1.19,95,6,43.0,10.0,33.0,69.1,171.2
9,0.118,0.0,0.144,None,15.7,1017,95,0.83,79,4,155.0,49.0,106.0,164.1,410.9
10,0.205,0.0,0.27,Medium,16.99,1017,94,1.19,100,6,343.0,208.0,135.0,466.6,613.3
11,0.557,0.0,0.273,None,17.35,1016,93,1.99,100,6,333.0,140.0,193.0,251.9,764.6
12,0.473,0.0,0.209,None,18.28,1016,89,2.64,100,6,384.0,153.0,231.0,246.4,854.6
13,0.542,0.0,0.314,None,16.96,1015,86,2.75,100,5,107.0,0.0,107.0,0.0,876.9
14,0.115,0.0,0.357,Low,17.86,1015,84,3.44,93,5,100.0,5.0,95.0,8.3,830.2
15,0.15,0.0,0.236,None,18.43,1014,84,3.51,99,5,112.0,4.0,108.0,7.7,717.5
16,0.21,0.0,0.186,None,19.49,1014,87,3.13,100,6,108.0,0.0,108.0,0.0,546.5
17,0.431,0.0,0.033,None,19.43,1014,87,2.73,98,6,119.0,42.0,77.0,175.7,329.0
18,0.637,0.0,0.005,None,18.65,1014,91,2.37,90,6,17.0,3.0,14.0,26.8,95.1
19,0.493,0.0,0.0,None,18.32,1015,93,2.49,98,6,0.0,0.0,0.0,0.0,0.0
20,0.561,0.0,0.0,None,17.85,1015,93,2.7,100,6,0.0,0.0,0.0,0.0,0.0
21,0.655,0.0,0.0,None,17.84,1015,94,2.81,100,6,0.0,0.0,0.0,0.0,0.0
22,0.0,0.587,0.0,None,17.33,1014,94,2.54,100,5,0.0,0.0,0.0,0.0,0.0
23,0.0,0.496,0.0,None,17.32,1014,94,3.41,100,5,0.0,0.0,0.0,0.0,0.0
0,0.0,0.517,0.0,None,17.31,1014,93,3.69,97,6,0.0,0.0,0.0,0.0,0.0
1,0.0,0.38,0.0,None,17.3,1014,93,3.47,100,6,0.0,0.0,0.0,0.0,0.0
2,0.0,0.309,0.0,None,16.79,1013,93,3.42,100,6,0.0,0.0,0.0,0.0,0.0
3,0.0,0.338,0.0,None,16.79,1013,93,3.66,100,5,0.0,0.0,0.0,0.0,0.0
4,0.0,0.274,0.0,None,16.78,1012,92,3.8,100,5,0.0,0.0,0.0,0.0,0.0
5,0.0,0.245,0.0,None,16.78,1012,90,3.89,100,5,0.0,0.0,0.0,0.0,0.0
6,0.0,0.275,0.0,None,16.78,1013,89,4.78,100,5,0.0,0.0,0.0,0.0,0.0
7,0.0,0.278,0.0,None,16.26,1013,92,5.01,91,5,0.0,0.0,0.0,0.0,9.0
8,0.209,0.0,0.04,None,16.81,1013,92,4.72,98,6,16.0,0.0,16.0,0.0,166.0
9,0.125,0.0,0.15,None,16.84,1014,91,5.15,95,6,30.0,0.0,30.0,0.0,405.5
10,0.123,0.0,0.164,None,18.0,1014,86,6.76,100,5,112.0,29.0,83.0,65.7,607.7
11,0.261,0.0,0.23,None,19.15,1014,83,5.53,100,5,88.0,0.0,88.0,0.0,758.8
12,1.222,0.0,0.194,None,19.52,1013,82,4.94,100,5,103.0,8.0,95.0,13.0,848.4
13,1.383,0.0,0.257,None,19.8,1013,82,4.23,100,5,62.0,2.0,60.0,3.2,870.5
14,0.118,0.0,0.241,Medium,20.08,1012,82,3.87,100,5,78.0,2.0,76.0,3.3,823.5
15,0.13,0.0,0.238,Low,20.12,1012,82,3.68,100,5,105.0,9.0,96.0,17.4,710.7
16,0.194,0.0,0.246,Medium,21.11,1012,79,3.65,100,5,94.0,9.0,85.0,23.0,539.6
17,0.456,0.0,0.038,None,20.09,1013,79,4.34,98,1,39.0,4.0,35.0,17.1,322.0
18,0.458,0.0,0.02,None,19.57,1013,81,3.8,100,1,16.0,5.0,11.0,45.6,91.5
19,0.568,0.0,0.0,None,19.47,1014,84,3.25,100,1,0.0,0.0,0.0,0.0,0.0
20,0.837,0.0,0.0,None,17.67,1015,88,4.47,100,1,0.0,0.0,0.0,0.0,0.0
21,0.513,0.0,0.0,None,16.25,1015,92,4.08,100,1,0.0,0.0,0.0,0.0,0.0
22,0.0,0.48,0.0,None,16.34,1015,93,2.07,98,5,0.0,0.0,0.0,0.0,0.0
23,0.0,0.492,0.0,None,16.32,1014,93,3.18,100,5,0.0,0.0,0.0,0.0,0.0
0,0.0,0.496,0.0,None,16.82,1015,93,3.65,99,5,0.0,0.0,0.0,0.0,0.0
1,0.0,0.521,0.0,None,16.81,1014,92,3.3,98,5,0.0,0.0,0.0,0.0,0.0
2,0.0,0.468,0.0,None,17.3,1015,87,2.29,82,4,0.0,0.0,0.0,0.0,0.0
3,0.0,0.424,0.0,None,17.8,1015,82,1.81,51,4,0.0,0.0,0.0,0.0,0.0
4,0.0,0.455,0.0,None,18.29,1015,80,1.55,63,4,0.0,0.0,0.0,0.0,0.0
5,0.0,0.272,0.0,None,18.34,1015,79,1.42,0,7,0.0,0.0,0.0,0.0,0.0
6,0.0,0.247,0.0,None,17.84,1016,80,1.36,93,6,0.0,0.0,0.0,0.0,0.0
7,0.0,0.415,0.0,None,17.81,1016,81,1.24,88,5,0.0,0.0,0.0,0.0,6.5
8,0.434,0.0,0.005,None,17.83,1017,84,1.58,84,4,40.0,4.0,36.0,28.4,160.9
9,0.36,0.0,0.033,None,17.86,1018,87,1.42,84,4,77.0,9.0,68.0,31.0,400.2
10,0.256,0.0,0.026,None,18.93,1018,87,2.57,77,4,92.0,0.0,92.0,0.0,602.1
11,0.086,0.0,0.202,Low,20.37,1018,82,4.34,64,4,83.0,0.0,83.0,0.0,752.9
12,0.18,0.0,0.12,None,21.15,1018,75,4.84,59,4,150.0,21.0,129.0,34.3,842.3
13,0.106,0.0,0.173,None,22.25,1018,72,5.15,38,5,245.0,83.0,162.0,132.3,864.1
14,0.034,0.0,0.335,Low,21.71,1018,76,5.11,44,5,226.0,31.0,195.0,52.3,816.9
15,0.049,0.0,0.242,None,21.18,1018,79,4.1,33,5,138.0,28.0,110.0,54.8,703.9
16,0.083,0.0,0.251,None,20.7,1018,86,3.33,29,3,184.0,88.0,96.0,227.6,532.7
17,0.224,0.0,0.139,Low,20.66,1019,85,1.9,19,2,106.0,48.0,58.0,209.9,315.1
18,0.44,0.0,0.011,None,20.14,1019,87,1.45,8,7,24.0,10.0,14.0,93.5,88.0
19,0.848,0.0,0.0,None,18.97,1019,90,1.4,1,7,0.0,0.0,0.0,0.0,0.0
20,0.688,0.0,0.0,None,18.96,1019,87,1.82,4,7,0.0,0.0,0.0,0.0,0.0
21,0.499,0.0,0.0,None,17.78,1019,92,2.05,2,7,0.0,0.0,0.0,0.0,0.0
22,0.0,0.467,0.0,None,17.49,1018,93,1.91,1,7,0.0,0.0,0.0,0.0,0.0
23,0.0,0.517,0.0,None,16.85,1017,91,2.45,76,4,0.0,0.0,0.0,0.0,0.0
0,0.0,0.484,0.0,None,17.09,1017,88,2.63,95,6,0.0,0.0,0.0,0.0,0.0
1,0.0,0.497,0.0,None,16.73,1017,86,2.61,94,6,0.0,0.0,0.0,0.0,0.0
2,0.0,0.341,0.0,None,16.26,1016,87,2.26,97,6,0.0,0.0,0.0,0.0,0.0
3,0.0,0.286,0.0,None,17.06,1016,88,2.15,96,6,0.0,0.0,0.0,0.0,0.0
4,0.0,0.243,0.0,None,17.53,1016,90,2.07,96,6,0.0,0.0,0.0,0.0,0.0
5,0.0,0.27,0.0,None,17.23,1016,90,2.58,84,4,0.0,0.0,0.0,0.0,0.0
6,0.0,0.284,0.0,None,17.19,1016,89,3.05,80,4,0.0,0.0,0.0,0.0,0.0
7,0.0,0.323,0.0,None,16.7,1016,88,3.26,89,6,0.0,0.0,0.0,0.0,3.9
8,0.198,0.0,0.133,Low,17.76,1017,84,3.96,81,4,74.0,44.0,30.0,317.1,155.7
